video_name,f-init,n-frames,video-frames,label-idx
3Y46yorcd5Q,307,5563,7012,Surfing
3YdmY4oPE5s,0,1832,1841,Croquet
3YDQ9wZtIgw,33,6995,7068,Playing lacrosse
3YiGMRp-7B4,3275,19897,23980,Doing karate
3Z4b34lBnyU,70,73,304,Doing a powerbomb
3zDw5mwGIW0,392,3295,3796,Painting
3zjhYw-TVQw,44037,4364,63556,Spread mulch
3ZJQHfrfR2M,0,0,1199,Raking leaves
3zMCxmdkcRY,480,4164,4852,Ballet
3zPoB-_JxEc,3147,34814,42031,Smoking a cigarette
3zT7x5jZEfI,570,6184,6906,Volleyball
3ZUy7h-dN38,0,5514,5710,Playing guitarra
40Sf-iICgzw,6,1061,1116,Playing congas
41xqneu4_RA,6767,10859,100930,Playing racquetball
42i3phJnY4M,0,1506,1551,Bullfighting
43gst-Mw43s,567,155,1882,Roof shingle removal
43hQNmW-6_k,741,4206,5078,Breakdancing
43j1BAyP6Q0,0,5228,5370,Elliptical trainer
4_3m_-SGzXw,2544,1000,4193,Hanging wallpaper
43OU5XCzLzo,6,980,1080,River tubing
44BfVJnhBgc,2508,2291,5089,Running a marathon
44htu_ovvLs,720,498,1705,Horseback riding
44M2Ov9JzUE,5,1640,1670,Playing beach volleyball
44r5SAczrOg,5,1228,1327,Playing rubik cube
45Bscg4Qe-I,467,88,5649,Playing ten pins
45v95EtrJX0,19,104,124,Shuffleboard
45WfFPM5yvw,716,4381,5103,Windsurfing
45ymM0irIIY,255,374,1065,Bullfighting
46ac33Z6V4E,1270,1057,2377,Removing ice from car
46D3Yvu-BL8,255,3493,4287,Playing racquetball
47SHPAe0s0k,607,4306,5099,Bullfighting
485DjSbjOV8,0,145475,148767,Playing congas
485Wn1DXt5U,623,190,2979,Hula hoop
48xSiJdaH2g,444,218,5192,Hanging wallpaper
4a0Q-IAqO8U,1862,422,6939,Swimming
4A49mkP6HsM,807,2654,3870,Playing violin
4aiE_-yQWZE,1073,84,5453,Doing fencing
4avZ79LB5n4,71,151,385,Plataform diving
4b2_OpAGwW0,512,4525,7140,Braiding hair
4BofYu8Soz8,0,241,240,Playing water polo
4BRCZaaITn0,5,601,614,Mowing the lawn
4bw6ocN0jGU,286,3246,3898,Waterskiing
4-BW75h1D1A,0,6139,6497,Cumbia
4_CcDjbCXBQ,880,3124,4312,Futsal
_4CLYKFzmoY,0,5794,5793,Playing violin
4CRacVTadPQ,2080,465,2545,Mooping floor
4CTczKzaPa4,5,1304,1314,Hitting a pinata
4d3RtnuVCV4,1400,734,3038,Playing field hockey
4DCxc6mO864,0,4104,4154,Zumba
4DFKpHF2aq4,274,1228,1501,Slacklining
4Dj7wOTfyH4,2066,781,5757,Installing carpet
4dw_Hk9Wpc4,11024,14393,98111,Scuba diving
4dyn1oKJO34,0,100,2388,Playing lacrosse
4E40jmmc2N8,29,232,267,Discus throw
4E89GQ2UnoQ,200,14733,174028,Rafting
4ELWxQw0PPE,79,566,5657,Arm wrestling
4EoFt8F3_nw,0,150,149,Walking the dog
4fEY6zIq8bQ,236,3057,3294,Plastering
4FGdbFzq-8I,385,1132,2225,Surfing
4fw4nswO748,5,262,1600,Snowboarding
4Fxj9ObTMw8,10,1209,17248,Washing face
4gEDonpfTeY,36398,53914,175412,Tango
4gQpW3zR-Aw,1785,1004,3477,Camel ride
4Gs7Xyn16QI,238,98,2183,Javelin throw
4hbMYlgO8_o,0,108,105,Cutting the grass
4HC2-Unzuu4,410,1423,2137,Mixing drinks
4hmJfJo6UI8,203,154,3533,Long jump
4innF37ifyY,288,77,476,Plataform diving
4IRb308UjTA,334,941,1518,Changing car wheel
4ivePL3RW0Q,1718,2458,4909,Baking cookies
4j7_nh61bvo,337,114,3330,Sumo
4kbtdUz2M3M,3137,3345,7028,Surfing
4KgCkxpsN2g,263,169,5718,Rafting
4KgIfmPLuAY,10,71422,72587,Kneeling
4kNx9rVwmAg,7152,92369,191874,Doing step aerobics
4KqjBUpLQk8,6,5947,6789,Calf roping
4kriQ6h6ymI,56672,81402,157578,Horseback riding
4ksF9BUdQJM,72,514,923,Cutting the grass
4KzG9JBE9V8,7,687,764,Snow tubing
4L0AI0f-cMs,1134,3930,5818,Making a cake
4L0mci9CTPg,0,1312,1309,Tango
4l8r_wBuJ6Y,0,1196,1195,Cleaning windows
_4licRHiRRs,545,1596,3601,Disc dog
4llkVfMzsN4,8750,191350,200433,Playing racquetball
4M4MXPP9oRY,0,5387,5434,Playing water polo
4mfnfTpcfck,443,1311,2015,Drum corps
4MKbQ816r9A,117,2354,2600,Mixing drinks
4Mo-IYfNKBo,5,1114,1126,Mooping floor
4_MR2Tpc7SM,211,60,357,Croquet
4mRdgV8t4KY,311,3833,4540,Horseback riding
4o1k3KUHz6E,150,632,1120,Playing kickball
4o4Vh49v-q4,376,2184,2679,Gargling mouthwash
4o7Abew2ExY,100,2447,3226,Ice fishing
_4oBeoCuU7M,1751,1836,3727,Welding
4P0zJEfqCoM,8,1419,2799,Getting a piercing
4p6OjaHHSDs,204,61,559,Smoking a cigarette
4q7LmVSgIPk,4672,1075,6095,Fixing bicycle
4qONyTNaPOI,1135,820,6112,Waterskiing
4QqoWbK2ELc,670,1404,2703,Bungee jumping
4qstg-tiRvQ,0,709,708,Cheerleading
-4Q_zG9EChY,524,3245,4976,Slacklining
4r0qYLCucEI,2038,3287,6412,Changing car wheel
4R5KDUqBPcU,59,233,304,Shot put
4-rJZdNgMX8,934,1631,4130,Washing hands
4rKTw99bM8g,0,282,285,Kayaking
4rmo35vpG00,803,132,1810,Bathing dog
4rv1uLmbyHA,1232,1955,3479,Preparing pasta
4rvACiBclFI,6,1178,6835,Changing car wheel
4S09Z8HRtdo,696,4069,5249,Painting fence
4S5ethZhgqs,150,22,507,Drinking coffee
4taBobzpYNU,67437,4109,120089,Sharpening knives
4U13LEMIdi4,12,340,363,Washing face
4UIAc9irBLs,0,1496,1519,Swimming
4uitkT3dDIM,226,3591,3927,Javelin throw
4uwtqRBE4Kk,643,817,5572,Surfing
4vdclFJFrdk,63,2650,2926,Tumbling
-4VuHlphgL4,1364,2407,3774,Painting furniture
4VVIFV6XmKo,66,1047,1150,Doing kickboxing
4w3QwJdzwsE,0,2087,2086,Sailing
4w_46rTInXI,10,221879,221842,Beer pong
-4WdzYpCJPU,2983,1823,6099,Archery
_4wEUsTft44,10,113830,113842,Installing carpet
4wiLmu1yTZI,1325,702,3022,Brushing hair
4WNso9fVJG8,1814,563,3322,Putting in contact lenses
4WrU5OdkvY0,0,2248,2430,Doing fencing
4x08i2_AYKo,0,1052,1153,Powerbocking
4x7HYKV8zkY,734,1755,2778,Tumbling
4X8raZBOzvM,254,2445,2913,Playing bagpipes
4XavNhCs-Do,602,110,3213,Slacklining
4-Xe_9Ywvd8,541,2591,5140,Cheerleading
4XEowfJ-1W0,659,4451,5787,Having an ice cream
4XfNexN6t04,203,628,1132,Playing congas
4XGQR2VmWpw,905,326,5661,Doing motocross
4xmQoAK3QNc,0,683,2720,Cricket
4Xvn1xXvYdU,2801,2133,6387,Archery
4Y94njisJd0,78,478,597,Playing racquetball
4YGuIycW_IA,1693,1313,3005,Applying sunscreen
4zFiORtQrlA,1272,1729,3185,Fixing bicycle
4-_ZQGwppfI,3247,2419,6713,Braiding hair
4ZyPBOe4P0U,1590,916,3789,Playing badminton
50MmJszF2XM,700,1057,4492,Cheerleading
50oy8wP2Wo8,277,268,2872,Getting a haircut
517rgTzIobE,196,2276,2618,Playing squash
51XRujaBAbE,142743,16412,159399,Doing motocross
520b6oA9s-U,1437,3470,5615,Making a cake
52tZGZGuWP4,0,0,2343,Playing congas
53dqgEMV5e4,252,951,1810,Mixing drinks
53tCYiyAyf0,264,245,703,Throwing darts
548xC74c6MQ,6,359,428,Kite flying
54Hp_Z-cu-s,571,1188,1842,Drum corps
54K2F3zAZ0o,35,583,941,Playing saxophone
54VcTlhF2H8,0,2115,2115,Using parallel bars
55bimE5eU9E,462,1828,3410,Snatch
55FFh89yqVw,603,583,6335,Washing face
55sP2yXNFxY,1102,148,5956,Playing pool
55ziFpzx5oc,0,1575,1716,Playing guitarra
56kqqlco5H0,454,2296,3152,Using the balance beam
56m7PcBuUFc,0,516,515,Swinging at the playground
56McYSkE4uQ,306,48780,49031,Playing rubik cube
56sQMnSUWaI,64,2669,2865,Using the balance beam
57cM1GcKktw,84,3913,4016,Playing bagpipes
57J-q04z1Hs,0,663,663,Baton twirling
586OlQMU420,507,3940,5513,Snowboarding
58he7Xcwfws,183,860,1084,Clean and jerk
59nQKYriHQc,13201,11979,50519,Bathing dog
5aMigcn2cU8,448,5038,5871,Zumba
5aTek77vxBA,0,87,1301,Hand washing clothes
5aUWT0CmJlc,779,575,2376,Curling
5BAvlsHfTLk,555,3365,4545,Assembling bicycle
5Bo0gFXxDQk,6,455,508,Welding
5BVcwR8hEo0,491,11396,11893,Tennis serve with ball bouncing
_5by7Is4JEU,5,543,2462,Rope skipping
5BYayNkmlBo,95,76,897,Calf roping
5bZ2FdbAKiQ,0,3303,3300,Using the balance beam
5c1jHhHUwPI,0,262,1053,Cricket
5c1zqvr3yKM,0,1458,2006,Clipping cat claws
5Chl3x_mx40,1699,105,5201,Curling
5CtecK635eI,1531,4884,6413,Clean and jerk
5cTnHXcD7DE,159,210,5395,Running a marathon
5DBzvN5Qe_0,368,5341,6299,Hula hoop
5deGCvJOGg0,610,640,4771,Curling
5DhbyYavYp4,820,448,7034,Trimming branches or hedges
5E42nKwv1xY,1311,4280,5619,Volleyball
5Eb_NVjFah0,338,2754,3322,Playing ten pins
5eM2Hcvj6R8,674,2867,4539,Hula hoop
5fgJ5vWTcSQ,351,1958,4499,Longboarding
5fMtHNSIOAE,83,5015,5160,Tug of war
5FM_xJGb-Tk,4,825,830,Canoeing
5Fq-ln3yC38,2525,478,3189,Polishing forniture
5FSdOfvJnek,1162,905,2885,Rafting
5g70tfGYWDk,130,1809,2139,Tennis serve with ball bouncing
5gaobaT6K1A,0,1649,1650,Bullfighting
5gBRDguUe8U,4,2984,3431,Assembling bicycle
5gc896my38M,174,96,6198,Applying sunscreen
-5h2E52tl4Q,477,2184,2861,Cleaning sink
5HCYb6qfkdk,5156,20711,30720,Shaving legs
5HEunlL4nF0,20,1779,1866,Playing racquetball
5HLW2AI1Ink,76,3413,3670,Swimming
5HW6mjZZvtY,168,2235,2572,Skateboarding
5Ia1MCFut_8,345,168,561,Fun sliding down
5iIlhXLDsf8,97,1573,1834,Doing crunches
5IkU9svJFRI,441,332,2081,Starting a campfire
5iQsKA84vWo,696,3396,4663,Doing kickboxing
5IwVWA2HY5M,794,1634,4207,Making a sandwich
5j6j4NJkUXA,7,884,2033,Using the pommel horse
5jfQNanBKAM,126,1920,2070,Canoeing
5JkN8t5k0jU,7522,26508,41665,Clean and jerk
5Jo_AWt9fB0,97,1506,1623,Kneeling
5k0KMrksf8c,2,284,289,Playing lacrosse
-5K3KZ6fHuI,484,531,1184,Snow tubing
5K6oT9zBjVE,0,4341,4340,Cleaning sink
-5KAycAQlC4,162,3631,4177,Wakeboarding
5kBKAfEX7XA,284,1057,1366,Using parallel bars
5kdiJ2cC5_w,190,2465,5542,Playing violin
5KEq4f4dGto,3058,1900,5663,Doing nails
5kIl4TspdR0,112,3987,4237,Brushing teeth
5K-soRkdGDs,1505,494,6746,Bathing dog
5kXIZCs22l8,428,1681,2640,Getting a haircut
5l2_BVOqQX8,1200,3263,6578,Using the monkey bar
5laHmakSAAg,529,4460,5475,Beer pong
5LHIoaSvKCU,16404,36432,70233,Making a lemonade
5lre5zbUV1Q,379,1762,2313,Cleaning sink
5MfhJjbNNJE,167,19,592,Rope skipping
5MjAgMF_FzA,699,1730,3270,Making an omelette
5MJmwr1cmnU,571,2050,2978,Surfing
5MnHirHxqkA,407,4864,5933,Ironing clothes
5MpJCKOxRVs,217,1116,1453,Fixing bicycle
5MuLI6Plf-Y,223,4932,5412,Playing guitarra
5mxY_p7N_Yw,0,914,4724,Playing ice hockey
5n7NCViB5TU,726,414,3638,Discus throw
5N-PfYLyCpI,5,176,5095,Capoeira
5nvximBXhFI,266,4386,5721,Longboarding
5O1ttcUIUKk,723,1214,2852,Playing lacrosse
5o9iv0wC59g,195,1062,1363,Playing congas
5ObgpPDmVPA,791,1356,5575,Scuba diving
5OGNGIF22SY,2926,1414,6210,Using the rowing machine
5ohc1_X2W80,5759,25333,60526,Mowing the lawn
5OhIRnEFMyw,2059,610,6517,Playing violin
5olJd75WWFw,365,1158,2137,Polishing forniture
5Owjrx-YjjM,1342,831,2183,Kite flying
5P-4_nS8euM,349,133,2665,Getting a haircut
5pPQc85IXtU,241,109,4386,BMX
5pqVrMgiMcs,216,2804,5716,Longboarding
5P_Scs7Vo2c,208,1405,5812,Hand washing clothes
5P-Xs2v6lis,0,3948,6527,Roof shingle removal
5pzCqex6S48,289,1387,1847,Using parallel bars
5Q8ltS84BBg,19367,38371,73247,Playing guitarra
5Qav3tLfiZA,0,5808,6660,Kneeling
5QBRDpzedoI,4,409,2822,Triple jump
5qBzjfW-sMs,110,41,315,Chopping wood
5QDwobEnN3g,5,297,2529,Building sandcastles
5qh_gx81Bd8,2275,788,4313,Breakdancing
5Qj8hHmZbiI,377,186,2844,Beer pong
5qublDzEgsw,85,2386,3920,Futsal
5QZpCDyXNx4,244,113,2209,BMX
5R3h6lxne90,1101,774,5921,Putting in contact lenses
5Ra6milBrOM,3853,2807,7040,Rock-paper-scissors
5rftu62ML_c,5,241,2636,Canoeing
5rkAMBttgPc,205,1235,2330,Mixing drinks
5RKzXZ-0xQ8,0,271,429,Doing nails
5RLeo8LymY4,0,378,373,Kayaking
5rO2DwFhdwo,0,2028,2985,Playing racquetball
5rtrGkZNfLo,128,240,2107,Smoking hookah
5-SbGVTPM1c,10793,167924,179749,High jump
5sl-E-AwptI,31,1144,2380,Playing field hockey
5sUctxaAFrw,13798,34075,60100,Roof shingle removal
5sYPXv0RkiM,8027,39897,50905,Chopping wood
5SyvdU5LWPk,8757,2880,73902,Hurling
5SzzJMuyC_M,3782,77672,91520,Plastering
5T7vTuJmYeQ,200,7794,11312,Using the monkey bar
5t_hQVg9NsE,853,1185,2249,Springboard diving
5TV-V6Cxero,981,1843,4266,Starting a campfire
5_UEjPqtnE0,2,1056,1062,Table soccer
5u-PL0wr3TU,5,196,360,Fun sliding down
_5UtmlGMIUc,845,3142,5471,Shaving legs
5v9p5jBN_Hg,650,48,2818,Long jump
5Vd6PEUWo64,2221,691,4027,Surfing
5VHqMj5iikc,950,655,3562,BMX
_5VJcnrEgbg,0,1492,1679,Playing squash
5vk8OuKkttU,362,130,3472,Installing carpet
5vlGKyxl22M,245,492,2270,Running a marathon
5WCgpt2bEJw,99,186,399,Playing rubik cube
5wchVLM0f5Y,74,992,1225,Playing rubik cube
5WJL9eJ8YDw,3563,64527,83161,Shot put
5wkGeYBS7hQ,460,3780,4536,Beer pong
5wOmHw6Boj8,49,135,1185,Washing dishes
5x1diXJ8gME,28,1771,1806,Playing polo
5xgBlI9Xx0I,204,1459,1951,Using parallel bars
5XiBb9XGsg8,10583,59974,125858,Playing rubik cube
-5xWaBSwnjY,254,1893,2147,Disc dog
5Y4YkCkgShc,1527,2873,5808,Making a cake
5-ydqbn30kA,200,30007,30407,Knitting
5yfDyVVkPuU,86,2022,2365,Cricket
5yGj9JooT_Q,16,1155,1256,Archery
-5Yp-vToI2E,1264,1262,2791,Ballet
5yqHTGQm2B0,234,1926,2544,Powerbocking
5YsdlM3Stjo,429,2799,4508,Grooming horse
5ytocb1ypRU,147,1708,1969,Trimming branches or hedges
5YVN5d8DkSk,0,3419,3445,Beer pong
5Z5DAI4Grb0,21734,96936,139411,Painting
5z6q_Ix3kWI,137,2146,4395,Skiing
5Z-78AmLjFo,48,39,2852,Welding
5zCY_vezHaU,654,110,5054,Skateboarding
5ZmZr2bguy0,156,1088,1305,Shot put
5zPTTiJiXUY,320,84,426,Smoking a cigarette
60CCYfec2vQ,4799,5087,61440,Roof shingle removal
60yOoxs9AFc,3,1058,1116,Playing congas
6180cMhkWJA,480,781,1681,Futsal
61iCOJ3Meus,33,96,213,Doing a powerbomb
61sN9tqZHwk,465,968,2042,Grooming dog
61W153jXL3U,703,652,6250,Washing face
62h9hnNTKWM,1658,2194,4061,Using the balance beam
63lmoqLxB8c,558,5485,7026,Volleyball
63Zt34YuyRk,1620,1051,5068,Grooming dog
64oq7grVNVs,0,75,2854,Getting a haircut
64vbnwtL7I8,8,62,1917,Playing ten pins
65rZgGe7Zr4,5,737,788,Raking leaves
66-sCRx4QRI,931,440,5345,Surfing
674t-jyyKeg,22,353,523,Having an ice cream
67NwPB79MTo,87,716,975,Dodgeball
68kccxCgbys,3342,1622,6500,Playing saxophone
69SYd5feEBQ,200,92491,92891,Knitting
6aj1njn541k,2397,165,5884,Getting a piercing
6asjaqo0OHc,1088,2692,3951,Assembling bicycle
6AwS8vWMwSA,42,98,1589,Rock-paper-scissors
6aWTCiY3eww,127,920,1072,Camel ride
6azNzt8rXAs,939,4563,6079,Ping-pong
6B3qNzgqnpc,0,175,1082,Kayaking
6B7fKzdJAbo,192,121,680,Volleyball
6BKkSQ7uGco,202,286,1854,Elliptical trainer
6Bm-_hI5A9A,4828,157995,171974,Playing violin
6cha8sVi65k,1340,2531,4828,Playing ice hockey
6ciZ58xAV9I,173,1016,1500,Using the pommel horse
6d7oOG3dS-Y,5,1496,1505,Installing carpet
6d9z33GFEGo,1415,3157,4973,Preparing pasta
6dc-fQCzOiw,0,4204,5222,Longboarding
6diEN8nUqsI,5,2961,3644,Ice fishing
6dNh6AxVLx8,104,3416,3520,BMX
6Dt510HMEWA,0,384,932,Kayaking
6E4_XOsT89k,546,12594,13602,Plataform diving
6ECElQXTBIY,331,1425,1937,Baton twirling
6Eh7B3GnQWI,109,1625,2070,Playing accordion
6EKVtCJ2nrs,541,741,1550,Bungee jumping
6EN1q4TmPtI,975,2002,2978,River tubing
6eQuZddoEcI,77,262,2472,Discus throw
_6fbXk6y8X0,2601,63331,95295,Windsurfing
6ffxjwTIZHk,939,736,3168,Spread mulch
6fgk5PKVS2o,2145,4164,6740,Snow tubing
6fI4gF_2VCk,83,4602,4888,Smoking a cigarette
6FPoGGaox4g,0,825,837,Fun sliding down
6G1wS1p1ig0,1311,489,6678,Rope skipping
6GGQUpJR5qs,1921,1843,3989,Bathing dog
6GYdu5G61g8,375,1440,3045,Rafting
6gzU9P-5tqE,200,6602,90802,Playing ten pins
6gZuc4umTPk,21457,201486,233091,Doing nails
6hsOVkC7hxA,643,5750,6385,Chopping wood
6HyNydVIji4,201,5293,5607,Playing flauta
6I1aP4O04R8,413,2611,7059,Blowing leaves
6iA4RXGAR_k,1224,62367,64078,Tango
6iBXtHrJ4gc,959,158,1454,Trimming branches or hedges
6Ik0MQ53FBU,0,1925,1926,Playing beach volleyball
6iSqTbL5WXY,2420,17895,21760,Powerbocking
6ITE3hona-4,36733,144334,208405,Vacuuming floor
6iTymXuGFhg,102,3120,3642,Swinging at the playground
6iuD3pSgBcw,525,5411,6237,Playing drums
6iwKUJUUlaQ,6,301,352,Hopscotch
6jxqb8FyWnQ,148,510,1201,Arm wrestling
6k5m4u5AchQ,441,1669,3940,Ice fishing
6kBo1TR--dk,46,667,3715,Running a marathon
6Kbv1OpIpaA,1950,279,4884,Playing guitarra
6KG4p_pfMQc,0,367,366,Playing kickball
6koP53YFNjg,0,472,1195,Beer pong
6kUeZVukTEI,2719,385,3127,High jump
6KXVjADefBY,0,0,3994,Vacuuming floor
6l0tenUYS-w,258,1877,2800,Breakdancing
6LADh__9LUI,0,1959,1959,Hand car wash
6Lh3yNFvskc,173,1300,1628,Layup drill in basketball
6lIi6-Y6q10,281,2888,3468,Making a lemonade
6LOfAoP4Mg8,213,1383,2660,Hanging wallpaper
6LrY7uMj8Kg,102,3512,3897,Cheerleading
6LX02yo9iGo,3453,1010,4662,BMX
6mrjcnKVJyY,56,3853,4002,Doing kickboxing
6NQl2Vcf0P0,5,206,446,Calf roping
6_NquDQUFm0,527,878,2915,Pole vault
6O8QXbjvYKs,1139,227,2271,Playing ten pins
6okx-34bDEg,0,1038,1490,Running a marathon
6OLIr7E0eHA,0,1660,1686,Playing drums
6-P9SRNbwac,359,1900,2904,Building sandcastles
6PaTEwG8Ym4,49,483,622,Getting a haircut
6Pj1Ocz8MUo,0,3033,3034,Longboarding
-6prmNqkAN8,159,632,1177,Curling
6pY2zz2_CCU,132,733,1908,Clipping cat claws
6q7LQZLC_N8,0,3602,3777,Sailing
6qghJRLpHpo,0,1051,1050,Kayaking
6QhZNQlsGys,107,71,2554,Slacklining
6QImnhUemH0,0,1841,62119,Mooping floor
6RdkwoTi-98,7,348,390,Hammer throw
6rMF2jWbeUQ,417,2765,3990,Putting on shoes
6RxF2UHMYQM,4379,1428,6315,Skateboarding
6S9NCdsUxfE,186,317,1495,Waxing skis
6SFW4g4UVKI,160,656,817,Polishing shoes
6SHSstpZN1I,649,2095,3252,BMX
6sorAV7KJxA,61864,126299,201247,Fixing the roof
6SWx37_Byzs,46,214,1012,Cumbia
_6TamBiyYWA,516,127,3893,Archery
6tdIiKzMVcg,12927,175621,202096,Arm wrestling
6TgVNz6PATk,6,981,1050,Snow tubing
6tveUnZe7WA,9,1435,1513,Playing bagpipes
6TxGVSw6Ayw,298,1510,2100,Playing ice hockey
6tzQ5-VBgVU,5,4626,4781,Rollerblading
6uhLrPgbpUA,189,172,1381,BMX
6uNhwOSZXco,816,717,4842,Snow tubing
6URUyopL8qM,234,2086,2387,River tubing
6_uxd3nj2d0,140,1221,5635,Putting on makeup
6V6XB0KmYkk,198,3081,3738,Playing ice hockey
6VD_qwIgTzU,20,209,3275,Getting a tattoo
6VNFwlzQiuc,610,61,6574,Getting a tattoo
6VW7ZPurE7c,0,90209,90156,Walking the dog
6w4OWjY6k_k,0,1313,1339,Shuffleboard
6WlnhNQOWFA,113,2938,3813,Hopscotch
6wTk8QqWxuo,153,48750,49162,Mowing the lawn
6x3qs7jQQko,3281,1008,5127,Removing curlers
6_XA3oKwwzU,315,2319,2804,Baton twirling
6XINT0LDdz8,38,1092,1185,Using parallel bars
6yD5jZn6SEs,0,395,394,Using uneven bars
6YmZNDXap64,4663,137475,142367,Playing rubik cube
6YtaXJJKUKM,1172,155,1407,Table soccer
6YvF2YHee5I,80,1100,2052,Shoveling snow
6yVhTyPaaLQ,0,4807,4806,Painting
6z6iFou8nW0,1479,427,3552,Washing hands
6ZabZdqdLyA,130,1956,2151,Swinging at the playground
6ZUHLsyJ6yo,10,10,112888,Drum corps
701UoJ5pgeo,360,113,4277,Cleaning sink
71vVRQ4l8OI,32,1401,1471,Using parallel bars
72F30o9V8v0,1244,4092,6090,Horseback riding
72PUOTjZpQU,0,1268,1867,Zumba
73LZVxxlJV8,404,914,1573,Cleaning windows
73n-KuFkH94,416,147,4491,Triple jump
73ZdOEJcsUw,262,1873,3111,Knitting
73zt29iKyL4,0,6050,6050,Ice fishing
74EoyLUbtgI,2739,96789,171180,Polishing shoes
74HRnmwIhfM,466,4319,5343,Preparing pasta
74MEdLMrXAQ,161,142,6075,Futsal
7-5sFmNf4i4,2770,939,6208,Playing ten pins
7_5VT6QCqNI,1536,2441,4601,Blow-drying hair
76RoR_LbIzQ,1364,7,2405,Braiding hair
76tyabobb_0,0,1719,1815,Having an ice cream
77w2Am_ttbg,0,554,627,Using the rowing machine
7845vSLQoG8,237,479,861,Painting fence
78je-JBAqxQ,10690,4423,118413,Beer pong
78UikTQkGgg,902,3154,5403,Making a sandwich
78WY5lXk42A,58471,111831,205411,Hanging wallpaper
79gvzh0wn0Q,0,1508,2267,Doing karate
79jhPh0PzWQ,2674,5290,14636,Croquet
79LyHiS908U,0,1903,2106,Playing congas
_79Qlv1SQ9k,0,2324,3600,Snow tubing
7A7XJLhRVVE,457,3536,4615,Sailing
_7a80bvsbk8,799,742,1590,Bullfighting
7AkyOhKkT6g,4356,373,5697,Removing curlers
7AtINKDyH2Q,48,569,2160,Hurling
7aydawW3AfE,84,396,562,Putting on makeup
7BM40jqPYgA,147,4406,4890,Welding
7bUu05RIksU,25477,34798,199210,Hand car wash
7c5vvEn3uLk,843,54,3482,Calf roping
7CNEttu-t7g,1151,219,2648,Using the rowing machine
7coVNZXiU6U,2264,515,5687,Getting a haircut
7D5ItfgJFVw,10,11001,47726,Washing face
7dlkshlM4nk,322,231,574,Spread mulch
7dx3MobORY0,27836,93316,203034,Baking cookies
7DY1vm9RiIk,230,200,4930,Beach soccer
7e035QnLp0c,213,4778,5276,Slacklining
7edBQl3VD1o,1305,4070,6162,Skiing
7EPzlmJ25dA,474,4576,5739,Skiing
7ezC4N3ArmQ,0,3347,3345,Beer pong
7FtSO6hPcxU,5732,936,6667,Getting a haircut
7gRbYNWSUjk,0,2252,2513,Capoeira
7GSCDxBSFsw,49,837,1235,Javelin throw
7hDCO9fJb90,20708,77877,113402,Using uneven bars
7hEUl8lziZs,6,679,690,Laying tile
7hRls13HJow,309,2963,3312,Mooping floor
7hxCoi0XU6I,1149,1171,2790,Brushing hair
7IfBJgi3WCE,147,307,470,Cutting the grass
7IIi_92vRLo,2846,1368,5349,Getting a haircut
7iPb7mLURVc,2237,1077,3332,Baton twirling
7iuU-zsauOY,2468,140930,143856,Scuba diving
7IW2BELXDHA,88,1150,1240,Beach soccer
7Iy7Cjv2SAE,1143,2799,5939,Grooming dog
7j8cTyXi5a4,1052,1082,2512,Cleaning shoes
7jGKlEvH_uw,1697,1956,4477,Hula hoop
_7JooVc_sCQ,1552,3823,6228,BMX
7knqgoHxuGE,0,1142,1135,Beer pong
7kQ3JRkEQr0,39,1465,1592,Doing karate
7KT-z20qxI4,1496,406,6852,Playing ice hockey
7KYj4FQUESo,688,27949,29492,Vacuuming floor
_7l3OxQodF0,1720,932,4297,Rock climbing
7LhgGs4TrYA,881,189,3791,Playing saxophone
7Lkcan0X5VA,251,3315,3663,Playing saxophone
7LkHBg_eAfU,667,951,6014,Tango
7lNAmkaMyyg,0,327,326,Removing ice from car
7lUaR1veDJU,0,404,401,Playing water polo
7lv1VOxIng4,30638,192585,233822,Putting on makeup
7LvEI5zhENk,380,3856,5800,High jump
7lwrP2ma2TU,567,1318,3356,Archery
7MDr4f1r8rI,812,575,5951,Pole vault
7MWDmMh3zyA,16,445,547,River tubing
7MWFfqhKgIY,438,435,993,Using parallel bars
7m--xUKvqkc,445,1939,2978,Mooping floor
7n1L0evoi34,261,85,2501,Grooming dog
7n9It_jjaBg,422,813,1251,Bungee jumping
7Nj1Y-fyq_c,1328,870,2951,Washing dishes
7NMds32-lMc,135,6630,7114,Clean and jerk
7oBW5W6Fdok,33199,9862,44528,Hammer throw
7OcfzMIZsxA,0,295,4393,Having an ice cream
7OZHg_OOfxw,400,490,5242,Cheerleading
7Ozl-ud1zTo,249,550,4648,Surfing
7pcnWE7jpQY,0,2571,2572,High jump
7PSicg5Q2ZI,943,5930,6870,Making a lemonade
7pYrfYFoxdc,1008,752,5669,Slacklining
7QA5qyCXwyg,0,4766,4766,Playing congas
7qjiHcYuq2Y,0,602,690,Playing beach volleyball
7QvvqWJRwNo,0,435,670,Snow tubing
7rf06_5zNJk,3828,171,5328,Belly dance
7rvrBulkd5c,444,1063,2936,Doing step aerobics
7S7THbo8uds,3,1167,1165,Arm wrestling
7Sfl-Fmr_3E,690,393,1779,Painting fence
7t666Y8cLGk,0,856,869,Smoking hookah
7tdlcmbuLOA,572,133,6118,Wakeboarding
7TgvbmIn03A,445,3143,3661,Mowing the lawn
7TOw39_59xo,760,1891,3381,Hand car wash
7uE2pMuAM8I,0,1772,1770,Polishing shoes
7uhJ_0oKV6s,0,1568,1829,Rope skipping
7uk4sqUBhks,346,155,5566,Skiing
